"arrival_date_year","arrival_date_month","hotel","country","tourist_type","completed_bookings","canceled_bookings"
2016,"December","City Hotel","SEN","Single",0,1
2016,"December","City Hotel","SGP","Couple",2,3
2016,"December","City Hotel","SRB","Couple",1,0
2016,"December","City Hotel","SVK","Couple",2,15
2016,"December","City Hotel","SVN","Couple",1,0
2016,"December","City Hotel","SVN","Single",1,0
2016,"December","City Hotel","SWE","Couple",11,1
2016,"December","City Hotel","SWE","Family",1,1
2016,"December","City Hotel","SWE","Others",1,0
2016,"December","City Hotel","SWE","Single",15,0
2016,"December","City Hotel","THA","Couple",1,0
2016,"December","City Hotel","THA","Family",1,0
2016,"December","City Hotel","TMP","Couple",0,1
2016,"December","City Hotel","TUR","Couple",5,3
2016,"December","City Hotel","TUR","Others",2,1
2016,"December","City Hotel","TWN","Others",0,1
2016,"December","City Hotel","UKR","Couple",1,3
2016,"December","City Hotel","UKR","Family",0,1
2016,"December","City Hotel","UKR","Others",0,1
2016,"December","City Hotel","USA","Couple",17,11
2016,"December","City Hotel","USA","Family",4,3
2016,"December","City Hotel","USA","Others",6,5
2016,"December","City Hotel","USA","Single",2,1
2016,"December","City Hotel","VEN","Couple",0,2
2016,"December","City Hotel","ZAF","Single",0,1
2016,"December","Resort Hotel","AUT","Single",1,1
2016,"December","Resort Hotel","BEL","Couple",12,2
2016,"December","Resort Hotel","BEL","Single",2,0
2016,"December","Resort Hotel","BGR","Single",1,0
2016,"December","Resort Hotel","BLR","Single",1,1
2016,"December","Resort Hotel","BRA","Couple",7,3
2016,"December","Resort Hotel","BRA","Family",2,3
2016,"December","Resort Hotel","BRA","Single",1,0
2016,"December","Resort Hotel","CN","Couple",4,2
2016,"December","Resort Hotel","CHE","Couple",2,2
2016,"December","Resort Hotel","CHE","Family",0,2
2016,"December","Resort Hotel","CHE","Single",1,0
2016,"December","Resort Hotel","CHN","Couple",3,0
2016,"December","Resort Hotel","CHN","Family",4,0
2016,"December","Resort Hotel","CHN","Single",1,0
2016,"December","Resort Hotel","DEU","Couple",6,6
2016,"December","Resort Hotel","DEU","Family",0,1
2016,"December","Resort Hotel","DEU","Single",6,1
2016,"December","Resort Hotel","DNK","Single",2,0
2016,"December","Resort Hotel","ECU","Single",1,0
2016,"December","Resort Hotel","ESP","Couple",116,26
2016,"December","Resort Hotel","ESP","Family",18,4
2016,"December","Resort Hotel","ESP","Others",2,0
2016,"December","Resort Hotel","ESP","Single",16,4
2016,"December","Resort Hotel","EST","Family",1,0
2016,"December","Resort Hotel","FIN","Couple",4,0
2016,"December","Resort Hotel","FIN","Single",2,0
2016,"December","Resort Hotel","FRA","Couple",73,18
2016,"December","Resort Hotel","FRA","Family",5,0
2016,"December","Resort Hotel","FRA","Single",19,3
2016,"December","Resort Hotel","GBR","Couple",101,27
2016,"December","Resort Hotel","GBR","Family",9,8
2016,"December","Resort Hotel","GBR","Others",1,0
2016,"December","Resort Hotel","GBR","Single",22,2
2016,"December","Resort Hotel","GGY","Single",0,1
2016,"December","Resort Hotel","HRV","Couple",1,0
2016,"December","Resort Hotel","HUN","Couple",2,0
2016,"December","Resort Hotel","IND","Couple",1,0
2016,"December","Resort Hotel","IRL","Couple",21,7
2016,"December","Resort Hotel","IRL","Family",1,0
2016,"December","Resort Hotel","IRL","Single",11,2
2016,"December","Resort Hotel","ITA","Couple",8,4
2016,"December","Resort Hotel","ITA","Single",3,3
2016,"December","Resort Hotel","KWT","Couple",0,1
2016,"December","Resort Hotel","LVA","Couple",1,0
2016,"December","Resort Hotel","LVA","Family",1,0
2016,"December","Resort Hotel","MAR","Couple",0,3
2016,"December","Resort Hotel","MAR","Single",1,0
2016,"December","Resort Hotel","MYS","Couple",3,0
2016,"December","Resort Hotel","MYS","Family",3,0
2016,"December","Resort Hotel","NLD","Couple",12,2
2016,"December","Resort Hotel","NLD","Single",4,0
2016,"December","Resort Hotel","NULL","Couple",7,2
2016,"December","Resort Hotel","NULL","Family",2,0
2016,"December","Resort Hotel","NULL","Single",13,3
2016,"December","Resort Hotel","OMN","Couple",1,0
2016,"December","Resort Hotel","POL","Couple",3,0
2016,"December","Resort Hotel","POL","Family",2,0
2016,"December","Resort Hotel","POL","Others",1,0
2016,"December","Resort Hotel","PRT","Couple",248,139
2016,"December","Resort Hotel","PRT","Family",33,13
2016,"December","Resort Hotel","PRT","Others",6,0
2016,"December","Resort Hotel","PRT","Single",143,24
2016,"December","Resort Hotel","ROU","Couple",4,0
2016,"December","Resort Hotel","ROU","Single",1,0
2016,"December","Resort Hotel","RUS","Couple",3,0
2016,"December","Resort Hotel","RUS","Single",1,0
2016,"December","Resort Hotel","SGP","Family",1,0
2016,"December","Resort Hotel","SVK","Couple",1,0
2016,"December","Resort Hotel","SWE","Couple",2,0
2016,"December","Resort Hotel","SWE","Family",1,0
2016,"December","Resort Hotel","USA","Couple",7,4
2016,"December","Resort Hotel","USA","Family",2,0
2016,"December","Resort Hotel","USA","Single",3,0
2016,"December","Resort Hotel","ZAF","Couple",2,0
2016,"February","City Hotel","AGO","Couple",4,9
2016,"February","City Hotel","AGO","Family",0,1
2016,"February","City Hotel","AGO","Single",2,18
2016,"February","City Hotel","ARE","Single",0,1
2016,"February","City Hotel","ARG","Couple",1,0
2016,"February","City Hotel","ARG","Single",1,0
2016,"February","City Hotel","ARM","Couple",1,0
2016,"February","City Hotel","AUS","Couple",1,8
2016,"February","City Hotel","AUS","Single",0,1
2016,"February","City Hotel","AUT","Couple",39,0
2016,"February","City Hotel","AUT","Others",1,0
2016,"February","City Hotel","AUT","Single",6,0
2016,"February","City Hotel","BEL","Couple",29,5
2016,"February","City Hotel","BEL","Family",4,1
2016,"February","City Hotel","BEL","Others",1,0
2016,"February","City Hotel","BEL","Single",2,0
2016,"February","City Hotel","BGR","Couple",1,0
2016,"February","City Hotel","BRA","Couple",18,11
2016,"February","City Hotel","BRA","Family",3,1
2016,"February","City Hotel","BRA","Others",3,1
2016,"February","City Hotel","BRA","Single",7,6
2016,"February","City Hotel","CN","Couple",1,1
2016,"February","City Hotel","CN","Single",5,1
2016,"February","City Hotel","COL","Couple",1,0
2016,"February","City Hotel","COL","Family",2,0
2016,"February","City Hotel","CPV","Couple",0,1
2016,"February","City Hotel","CPV","Single",0,1
2016,"February","City Hotel","CZE","Couple",1,0
2016,"February","City Hotel","CHE","Couple",23,4
2016,"February","City Hotel","CHE","Family",1,1
2016,"February","City Hotel","CHE","Others",0,1
2016,"February","City Hotel","CHE","Single",5,2
2016,"February","City Hotel","CHL","Couple",3,0
2016,"February","City Hotel","CHL","Family",1,0
2016,"February","City Hotel","CHL","Single",1,0
2016,"February","City Hotel","CHN","Couple",13,9
2016,"February","City Hotel","CHN","Family",3,6
2016,"February","City Hotel","CHN","Others",8,0
2016,"February","City Hotel","CHN","Single",3,8
2016,"February","City Hotel","DEU","Couple",69,8
2016,"February","City Hotel","DEU","Family",4,0
2016,"February","City Hotel","DEU","Others",3,1
2016,"February","City Hotel","DEU","Single",13,3
2016,"February","City Hotel","DNK","Couple",3,0
2016,"February","City Hotel","DNK","Family",1,0
2016,"February","City Hotel","DNK","Others",1,0
2016,"February","City Hotel","DNK","Single",2,0
2016,"February","City Hotel","DZA","Single",1,0
2016,"February","City Hotel","ECU","Couple",1,0
2016,"February","City Hotel","EGY","Couple",1,0
2016,"February","City Hotel","EGY","Single",3,0
2016,"February","City Hotel","ESP","Couple",47,28
2016,"February","City Hotel","ESP","Family",13,3
2016,"February","City Hotel","ESP","Others",10,4
2016,"February","City Hotel","ESP","Single",22,4
2016,"February","City Hotel","FIN","Family",5,0
2016,"February","City Hotel","FIN","Others",1,0
2016,"February","City Hotel","FIN","Single",3,0
2016,"February","City Hotel","FRA","Couple",164,17
2016,"February","City Hotel","FRA","Family",32,1
2016,"February","City Hotel","FRA","Others",23,3
2016,"February","City Hotel","FRA","Single",23,11
2016,"February","City Hotel","GBR","Couple",44,13
2016,"February","City Hotel","GBR","Family",5,3
2016,"February","City Hotel","GBR","Others",3,0
2016,"February","City Hotel","GBR","Single",14,2
2016,"February","City Hotel","GNB","Single",3,0
2016,"February","City Hotel","GRC","Couple",2,0
2016,"February","City Hotel","HND","Couple",0,1
2016,"February","City Hotel","HRV","Couple",4,0
2016,"February","City Hotel","HRV","Single",1,0
2016,"February","City Hotel","HUN","Couple",4,1
2016,"February","City Hotel","HUN","Others",1,0
2016,"February","City Hotel","HUN","Single",1,0
2016,"February","City Hotel","IDN","Single",0,2
2016,"February","City Hotel","IND","Couple",1,2
2016,"February","City Hotel","IRL","Couple",7,5
2016,"February","City Hotel","IRL","Others",2,0
2016,"February","City Hotel","IRL","Single",0,1
2016,"February","City Hotel","IRN","Couple",1,0
2016,"February","City Hotel","IRN","Single",1,0
2016,"February","City Hotel","ISR","Couple",1,0
2016,"February","City Hotel","ITA","Couple",35,20
2016,"February","City Hotel","ITA","Family",5,4
2016,"February","City Hotel","ITA","Others",2,0
2016,"February","City Hotel","ITA","Single",14,3
2016,"February","City Hotel","JOR","Single",1,0
2016,"February","City Hotel","JPN","Couple",3,0
2016,"February","City Hotel","JPN","Family",2,0
2016,"February","City Hotel","JPN","Others",0,1
2016,"February","City Hotel","JPN","Single",1,0
2016,"February","City Hotel","KOR","Family",2,0
2016,"February","City Hotel","KOR","Single",1,0
2016,"February","City Hotel","KWT","Others",1,0
2016,"February","City Hotel","LBN","Single",1,0
2016,"February","City Hotel","LBY","Single",4,0
2016,"February","City Hotel","LKA","Couple",1,0
2016,"February","City Hotel","LTU","Couple",1,0
2016,"February","City Hotel","LTU","Single",1,0
2016,"February","City Hotel","LUX","Couple",2,3
2016,"February","City Hotel","LUX","Single",0,1
2016,"February","City Hotel","MAR","Couple",2,2
2016,"February","City Hotel","MAR","Family",3,0
2016,"February","City Hotel","MAR","Others",1,0
2016,"February","City Hotel","MAR","Single",8,0
2016,"February","City Hotel","MCO","Couple",1,0
2016,"February","City Hotel","MOZ","Single",6,0
2016,"February","City Hotel","MUS","Couple",1,0
2016,"February","City Hotel","MYS","Couple",2,0
2016,"February","City Hotel","NGA","Single",0,4
2016,"February","City Hotel","NLD","Couple",30,5
2016,"February","City Hotel","NLD","Family",3,0
2016,"February","City Hotel","NLD","Others",1,0
2016,"February","City Hotel","NLD","Single",10,1
2016,"February","City Hotel","NOR","Others",1,0
2016,"February","City Hotel","NOR","Single",3,0
2016,"February","City Hotel","PAN","Couple",1,0
2016,"February","City Hotel","POL","Couple",10,1
2016,"February","City Hotel","POL","Family",2,0
2016,"February","City Hotel","POL","Single",2,0
2016,"February","City Hotel","PRT","Couple",195,483
2016,"February","City Hotel","PRT","Family",21,5
2016,"February","City Hotel","PRT","Others",15,1
2016,"February","City Hotel","PRT","Single",238,145
2016,"February","City Hotel","ROU","Couple",3,0
2016,"February","City Hotel","ROU","Single",1,0
2016,"February","City Hotel","RUS","Couple",2,1
2016,"February","City Hotel","RUS","Others",0,1
2016,"February","City Hotel","RUS","Single",2,0
2016,"February","City Hotel","RWA","Single",1,0
2016,"February","City Hotel","SAU","Couple",0,5
2016,"February","City Hotel","SAU","Single",0,1
2016,"February","City Hotel","SEN","Couple",0,1
2016,"February","City Hotel","SRB","Couple",0,1
2016,"February","City Hotel","SWE","Couple",4,0
2016,"February","City Hotel","THA","Couple",1,4
2016,"February","City Hotel","TUN","Couple",2,0
2016,"February","City Hotel","TUN","Single",1,0
2016,"February","City Hotel","TUR","Couple",1,3
2016,"February","City Hotel","TUR","Single",1,2
2016,"February","City Hotel","TWN","Couple",0,1
2016,"February","City Hotel","UKR","Couple",0,2
2016,"February","City Hotel","UKR","Single",1,0
2016,"February","City Hotel","USA","Couple",11,5
2016,"February","City Hotel","USA","Family",3,0
2016,"February","City Hotel","USA","Single",3,1
2016,"February","City Hotel","VEN","Single",1,0
2016,"February","City Hotel","ZAF","Couple",1,1
2016,"February","City Hotel","ZAF","Single",0,2
2016,"February","Resort Hotel","ARG","Family",2,0
2016,"February","Resort Hotel","AUS","Couple",1,0
2016,"February","Resort Hotel","AUS","Single",1,0
2016,"February","Resort Hotel","AUT","Couple",1,0
2016,"February","Resort Hotel","AUT","Others",1,0
2016,"February","Resort Hotel","BEL","Couple",3,0
2016,"February","Resort Hotel","BEL","Single",1,0
2016,"February","Resort Hotel","BIH","Couple",1,0
2016,"February","Resort Hotel","BRA","Couple",2,0
2016,"February","Resort Hotel","BRA","Others",1,0
2016,"February","Resort Hotel","BRA","Single",1,0
2016,"February","Resort Hotel","CN","Couple",4,0
2016,"February","Resort Hotel","COM","Family",1,0
2016,"February","Resort Hotel","CHE","Couple",2,0
2016,"February","Resort Hotel","CHL","Couple",1,0
2016,"February","Resort Hotel","CHN","Couple",6,0
2016,"February","Resort Hotel","CHN","Others",1,0
2016,"February","Resort Hotel","DEU","Couple",18,0
2016,"February","Resort Hotel","DEU","Others",1,0
2016,"February","Resort Hotel","DEU","Single",4,0
2016,"February","Resort Hotel","DNK","Couple",1,0
2016,"February","Resort Hotel","ESP","Couple",137,3
2016,"February","Resort Hotel","ESP","Family",20,0
2016,"February","Resort Hotel","ESP","Others",5,0
2016,"February","Resort Hotel","ESP","Single",16,0
2016,"February","Resort Hotel","FIN","Couple",3,0
2016,"February","Resort Hotel","FIN","Single",3,0
2016,"February","Resort Hotel","FRA","Couple",39,0
2016,"February","Resort Hotel","FRA","Family",4,0
2016,"February","Resort Hotel","FRA","Single",4,0
2016,"February","Resort Hotel","GBR","Couple",109,0
2016,"February","Resort Hotel","GBR","Family",9,1
2016,"February","Resort Hotel","GBR","Others",1,0
2016,"February","Resort Hotel","GBR","Single",23,0
2016,"February","Resort Hotel","HUN","Family",1,0
2016,"February","Resort Hotel","IRL","Couple",23,0
2016,"February","Resort Hotel","IRL","Others",1,0
2016,"February","Resort Hotel","IRL","Single",4,0
2016,"February","Resort Hotel","ITA","Couple",2,0
2016,"February","Resort Hotel","JAM","Single",1,0
2016,"February","Resort Hotel","MEX","Family",1,0
2016,"February","Resort Hotel","MUS","Couple",1,0
2016,"February","Resort Hotel","NGA","Family",1,0
2016,"February","Resort Hotel","NLD","Couple",16,0
2016,"February","Resort Hotel","NLD","Family",2,0
2016,"February","Resort Hotel","NLD","Single",6,0
2016,"February","Resort Hotel","NOR","Couple",1,0
2016,"February","Resort Hotel","NULL","Couple",9,0
2016,"February","Resort Hotel","NULL","Family",1,0
2016,"February","Resort Hotel","NULL","Single",22,0
2016,"February","Resort Hotel","NZL","Single",1,0
2016,"February","Resort Hotel","OMN","Couple",1,0
2016,"February","Resort Hotel","POL","Couple",2,0
2016,"February","Resort Hotel","POL","Others",1,0
2016,"February","Resort Hotel","PRT","Couple",313,353
2016,"February","Resort Hotel","PRT","Family",30,26
2016,"February","Resort Hotel","PRT","Others",4,2
2016,"February","Resort Hotel","PRT","Single",201,20
2016,"February","Resort Hotel","RUS","Couple",1,0
2016,"February","Resort Hotel","RUS","Single",1,0
2016,"February","Resort Hotel","SUR","Family",1,0
2016,"February","Resort Hotel","SWE","Couple",5,0
2016,"February","Resort Hotel","SWE","Family",1,0
2016,"February","Resort Hotel","USA","Couple",5,0
2016,"January","City Hotel","AGO","Couple",12,4
2016,"January","City Hotel","AGO","Family",0,1
2016,"January","City Hotel","AGO","Single",0,13
2016,"January","City Hotel","AND","Couple",0,1
2016,"January","City Hotel","ARE","Single",1,0
2016,"January","City Hotel","ARG","Couple",2,0
2016,"January","City Hotel","ARG","Others",2,0
2016,"January","City Hotel","ARM","Couple",1,0
2016,"January","City Hotel","AUS","Couple",3,0
2016,"January","City Hotel","AUT","Couple",2,0
2016,"January","City Hotel","BEL","Couple",19,2
2016,"January","City Hotel","BEL","Family",1,0
2016,"January","City Hotel","BEL","Others",1,0
2016,"January","City Hotel","BEL","Single",6,2
2016,"January","City Hotel","BFA","Couple",1,0
2016,"January","City Hotel","BGR","Single",2,0
2016,"January","City Hotel","BLR","Single",1,0
2016,"January","City Hotel","BRA","Couple",32,11
2016,"January","City Hotel","BRA","Family",3,1
2016,"January","City Hotel","BRA","Others",5,0
2016,"January","City Hotel","BRA","Single",5,1
2016,"January","City Hotel","CN","Couple",3,0
2016,"January","City Hotel","CN","Single",1,0
2016,"January","City Hotel","COL","Couple",1,0
2016,"January","City Hotel","CPV","Couple",0,1
2016,"January","City Hotel","CZE","Single",3,0
2016,"January","City Hotel","CHE","Couple",7,1
2016,"January","City Hotel","CHE","Single",2,0
2016,"January","City Hotel","CHL","Single",1,0
2016,"January","City Hotel","CHN","Couple",7,2
2016,"January","City Hotel","CHN","Single",7,1
2016,"January","City Hotel","DEU","Couple",28,4
2016,"January","City Hotel","DEU","Single",32,6
2016,"January","City Hotel","DNK","Single",1,0
2016,"January","City Hotel","DZA","Couple",1,0
2016,"January","City Hotel","DZA","Single",0,1
2016,"January","City Hotel","ECU","Couple",0,1
2016,"January","City Hotel","ECU","Single",1,0
2016,"January","City Hotel","EGY","Couple",1,0
2016,"January","City Hotel","EGY","Single",2,0
2016,"January","City Hotel","ESP","Couple",37,13
2016,"January","City Hotel","ESP","Family",6,7
2016,"January","City Hotel","ESP","Others",1,0
2016,"January","City Hotel","ESP","Single",18,2
2016,"January","City Hotel","FIN","Couple",3,1
2016,"January","City Hotel","FIN","Single",3,0
2016,"January","City Hotel","FRA","Couple",77,8
2016,"January","City Hotel","FRA","Family",2,0
2016,"January","City Hotel","FRA","Others",4,0
2016,"January","City Hotel","FRA","Single",22,2
2016,"January","City Hotel","GBR","Couple",24,4
2016,"January","City Hotel","GBR","Family",1,0
2016,"January","City Hotel","GBR","Others",1,0
2016,"January","City Hotel","GBR","Single",14,0
2016,"January","City Hotel","GRC","Single",3,0
2016,"January","City Hotel","HRV","Couple",1,0
2016,"January","City Hotel","IND","Couple",1,0
2016,"January","City Hotel","IND","Single",1,0
2016,"January","City Hotel","IRL","Couple",6,1
2016,"January","City Hotel","IRL","Single",1,0
2016,"January","City Hotel","IRQ","Couple",1,0
2016,"January","City Hotel","IRQ","Family",1,0
2016,"January","City Hotel","ISR","Couple",2,1
2016,"January","City Hotel","ISR","Single",1,0
2016,"January","City Hotel","ITA","Couple",49,11
2016,"January","City Hotel","ITA","Family",3,0
2016,"January","City Hotel","ITA","Others",1,0
2016,"January","City Hotel","ITA","Single",14,0
2016,"January","City Hotel","JOR","Single",1,0
2016,"January","City Hotel","JPN","Couple",1,0
2016,"January","City Hotel","JPN","Family",2,0
2016,"January","City Hotel","JPN","Single",1,0
2016,"January","City Hotel","KEN","Family",1,0
2016,"January","City Hotel","KOR","Couple",2,1
2016,"January","City Hotel","KOR","Single",1,0
2016,"January","City Hotel","LVA","Single",1,0
2016,"January","City Hotel","MAR","Couple",1,2
2016,"January","City Hotel","MAR","Others",2,0
2016,"January","City Hotel","MAR","Single",0,1
2016,"January","City Hotel","MEX","Couple",2,0
2016,"January","City Hotel","MOZ","Single",2,1
2016,"January","City Hotel","NLD","Couple",10,2
2016,"January","City Hotel","NLD","Single",5,0
2016,"January","City Hotel","NOR","Single",2,0
2016,"January","City Hotel","OMN","Couple",0,1
2016,"January","City Hotel","OMN","Family",1,2
2016,"January","City Hotel","PER","Couple",2,0
2016,"January","City Hotel","PER","Single",1,0
2016,"January","City Hotel","POL","Couple",7,1
2016,"January","City Hotel","POL","Single",2,0
2016,"January","City Hotel","PRT","Couple",150,150
2016,"January","City Hotel","PRT","Family",13,3
2016,"January","City Hotel","PRT","Others",1,3
2016,"January","City Hotel","PRT","Single",144,150
2016,"January","City Hotel","ROU","Couple",7,1
2016,"January","City Hotel","ROU","Single",2,0
2016,"January","City Hotel","RUS","Couple",2,0
2016,"January","City Hotel","RUS","Single",4,0
2016,"January","City Hotel","SAU","Couple",0,2
2016,"January","City Hotel","SAU","Single",1,1
2016,"January","City Hotel","SRB","Single",2,0
2016,"January","City Hotel","SVN","Single",1,0
2016,"January","City Hotel","SWE","Couple",4,0
2016,"January","City Hotel","TUN","Couple",1,0
2016,"January","City Hotel","TUR","Couple",0,2
2016,"January","City Hotel","TUR","Family",1,0
2016,"January","City Hotel","TUR","Single",1,2
2016,"January","City Hotel","TWN","Couple",1,0
2016,"January","City Hotel","UKR","Couple",0,1
2016,"January","City Hotel","USA","Couple",13,0
2016,"January","City Hotel","USA","Single",3,0
2016,"January","City Hotel","VEN","Single",0,1
2016,"January","City Hotel","ZAF","Couple",2,0
2016,"January","City Hotel","ZAF","Single",0,3
2016,"January","Resort Hotel","ARG","Couple",1,0
2016,"January","Resort Hotel","ARG","Family",1,0
2016,"January","Resort Hotel","AUS","Couple",1,0
2016,"January","Resort Hotel","AUT","Couple",1,0
2016,"January","Resort Hotel","BEL","Couple",3,0
2016,"January","Resort Hotel","BRA","Couple",7,0
2016,"January","Resort Hotel","BRA","Family",2,0
2016,"January","Resort Hotel","BRA","Single",2,0
2016,"January","Resort Hotel","CMR","Couple",1,0
2016,"January","Resort Hotel","CN","Couple",4,0
2016,"January","Resort Hotel","CN","Single",1,0
2016,"January","Resort Hotel","COL","Couple",1,0
2016,"January","Resort Hotel","CUB","Couple",1,0
2016,"January","Resort Hotel","CYP","Single",1,0
2016,"January","Resort Hotel","CHE","Couple",2,0
2016,"January","Resort Hotel","CHN","Couple",4,0
2016,"January","Resort Hotel","CHN","Others",1,0
2016,"January","Resort Hotel","DEU","Couple",10,0
2016,"January","Resort Hotel","DEU","Others",1,0
2016,"January","Resort Hotel","DEU","Single",4,0
2016,"January","Resort Hotel","ESP","Couple",67,0
2016,"January","Resort Hotel","ESP","Family",3,0
2016,"January","Resort Hotel","ESP","Others",1,0
2016,"January","Resort Hotel","ESP","Single",10,0
2016,"January","Resort Hotel","EST","Single",1,0
2016,"January","Resort Hotel","FIN","Couple",7,0
2016,"January","Resort Hotel","FIN","Single",3,0
2016,"January","Resort Hotel","FRA","Couple",21,0
2016,"January","Resort Hotel","FRA","Family",1,0
2016,"January","Resort Hotel","FRA","Single",4,0
2016,"January","Resort Hotel","GBR","Couple",50,0
2016,"January","Resort Hotel","GBR","Family",1,0
2016,"January","Resort Hotel","GBR","Others",2,0
2016,"January","Resort Hotel","GBR","Single",16,0
2016,"January","Resort Hotel","GRC","Couple",1,0
2016,"January","Resort Hotel","GRC","Single",4,0
2016,"January","Resort Hotel","IND","Couple",1,0
2016,"January","Resort Hotel","IRL","Couple",21,0
2016,"January","Resort Hotel","IRL","Single",3,0
2016,"January","Resort Hotel","IRN","Couple",1,0
2016,"January","Resort Hotel","ITA","Couple",12,0
2016,"January","Resort Hotel","ITA","Family",2,0
2016,"January","Resort Hotel","KOR","Couple",2,0
2016,"January","Resort Hotel","LTU","Couple",1,0
2016,"January","Resort Hotel","LTU","Single",1,0
2016,"January","Resort Hotel","MAR","Couple",2,0
2016,"January","Resort Hotel","MAR","Others",2,0
2016,"January","Resort Hotel","MYS","Couple",1,0
2016,"January","Resort Hotel","NLD","Couple",5,0
2016,"January","Resort Hotel","NLD","Single",3,0
2016,"January","Resort Hotel","NOR","Couple",1,0
2016,"January","Resort Hotel","NOR","Single",1,0
2016,"January","Resort Hotel","NULL","Couple",6,0
2016,"January","Resort Hotel","NULL","Single",27,0
2016,"January","Resort Hotel","POL","Couple",5,0
2016,"January","Resort Hotel","POL","Family",5,0
2016,"January","Resort Hotel","POL","Others",1,0
2016,"January","Resort Hotel","POL","Single",2,0
2016,"January","Resort Hotel","PRT","Couple",178,96
2016,"January","Resort Hotel","PRT","Family",18,4
2016,"January","Resort Hotel","PRT","Others",3,0
2016,"January","Resort Hotel","PRT","Single",174,17
2016,"January","Resort Hotel","RUS","Couple",1,0
2016,"January","Resort Hotel","RUS","Family",1,0
2016,"January","Resort Hotel","RUS","Others",1,0
2016,"January","Resort Hotel","SWE","Couple",2,0
2016,"January","Resort Hotel","SWE","Family",1,0
2016,"January","Resort Hotel","THA","Couple",1,0
2016,"January","Resort Hotel","UKR","Couple",2,0
2016,"January","Resort Hotel","UKR","Single",1,0
2016,"January","Resort Hotel","USA","Couple",8,0
2016,"January","Resort Hotel","ZAF","Couple",1,0
2016,"July","City Hotel","AGO","Couple",0,2
2016,"July","City Hotel","AGO","Others",0,2
2016,"July","City Hotel","AGO","Single",0,1
2016,"July","City Hotel","AIA","Family",1,0
2016,"July","City Hotel","ARE","Couple",0,5
2016,"July","City Hotel","ARG","Couple",1,2
2016,"July","City Hotel","ARG","Family",0,2
2016,"July","City Hotel","ARG","Others",1,0
2016,"July","City Hotel","AUS","Couple",12,2
2016,"July","City Hotel","AUS","Single",2,1
2016,"July","City Hotel","AUT","Couple",32,4
2016,"July","City Hotel","AUT","Family",6,0
2016,"July","City Hotel","AUT","Others",10,0
2016,"July","City Hotel","AUT","Single",3,1
2016,"July","City Hotel","AZE","Single",0,1
2016,"July","City Hotel","BEL","Couple",67,12
2016,"July","City Hotel","BEL","Family",24,6
2016,"July","City Hotel","BEL","Others",10,6
2016,"July","City Hotel","BEL","Single",4,1
2016,"July","City Hotel","BEN","Couple",0,1
2016,"July","City Hotel","BGR","Couple",2,2
2016,"July","City Hotel","BGR","Family",1,0
2016,"July","City Hotel","BGR","Single",1,0
2016,"July","City Hotel","BIH","Single",1,0
2016,"July","City Hotel","BRA","Couple",7,11
2016,"July","City Hotel","BRA","Family",9,8
2016,"July","City Hotel","BRA","Others",4,5
2016,"July","City Hotel","BRA","Single",2,0
2016,"July","City Hotel","CN","Couple",19,4
2016,"July","City Hotel","CN","Family",6,2
2016,"July","City Hotel","CN","Others",5,2
2016,"July","City Hotel","CN","Single",2,3
2016,"July","City Hotel","COL","Others",1,0
2016,"July","City Hotel","CPV","Couple",0,1
2016,"July","City Hotel","CYP","Couple",0,1
2016,"July","City Hotel","CZE","Couple",3,2
2016,"July","City Hotel","CZE","Single",0,2
2016,"July","City Hotel","CHE","Couple",34,9
2016,"July","City Hotel","CHE","Family",10,1
2016,"July","City Hotel","CHE","Others",8,0
2016,"July","City Hotel","CHE","Single",3,0
2016,"July","City Hotel","CHL","Couple",2,0
2016,"July","City Hotel","CHN","Couple",1,17
2016,"July","City Hotel","CHN","Family",0,3
2016,"July","City Hotel","CHN","Others",1,3
2016,"July","City Hotel","CHN","Single",2,0
2016,"July","City Hotel","DEU","Couple",160,19
2016,"July","City Hotel","DEU","Family",18,4
2016,"July","City Hotel","DEU","Others",32,3
2016,"July","City Hotel","DEU","Single",31,3
2016,"July","City Hotel","DNK","Couple",9,5
2016,"July","City Hotel","DNK","Family",11,2
2016,"July","City Hotel","DNK","Others",4,1
2016,"July","City Hotel","DNK","Single",2,0
2016,"July","City Hotel","DZA","Family",1,0
2016,"July","City Hotel","EGY","Couple",1,0
2016,"July","City Hotel","ESP","Couple",49,48
2016,"July","City Hotel","ESP","Family",21,14
2016,"July","City Hotel","ESP","Others",25,12
2016,"July","City Hotel","ESP","Single",13,3
2016,"July","City Hotel","FIN","Couple",6,1
2016,"July","City Hotel","FIN","Family",3,2
2016,"July","City Hotel","FIN","Others",4,0
2016,"July","City Hotel","FRA","Couple",171,44
2016,"July","City Hotel","FRA","Family",51,11
2016,"July","City Hotel","FRA","Others",36,20
2016,"July","City Hotel","FRA","Single",25,3
2016,"July","City Hotel","GBR","Couple",134,64
2016,"July","City Hotel","GBR","Family",22,9
2016,"July","City Hotel","GBR","Others",28,17
2016,"July","City Hotel","GBR","Single",7,3
2016,"July","City Hotel","GEO","Single",0,1
2016,"July","City Hotel","GGY","Couple",0,2
2016,"July","City Hotel","GRC","Couple",1,0
2016,"July","City Hotel","GRC","Others",1,1
2016,"July","City Hotel","GRC","Single",2,0
2016,"July","City Hotel","HKG","Couple",0,1
2016,"July","City Hotel","HKG","Others",0,2
2016,"July","City Hotel","HUN","Couple",2,1
2016,"July","City Hotel","HUN","Family",1,1
2016,"July","City Hotel","IDN","Couple",0,1
